applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
NADA 039-402,Beef and Dairy Heifers,OTC,C,MGAÂ 500,UCM603706.pdf,,Melengestrol Acetate,,53,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,C,"MGAÂ 100,MGAÂ 200",UCM603706.pdf,,Melengestrol Acetate,,53,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,OTC,B,MGAÂ 500,UCM603707.pdf,,Melengestrol Acetate,,55,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,B,"MGAÂ 100,MGAÂ 200",UCM603707.pdf,,Melengestrol Acetate,,55,"<p><font size=""3""></font></p><p>Heifers Fed in Confinement for Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,OTC,C,MGAÂ 500,UCM603708.pdf,,Melengestrol Acetate,,54,"<p><font size=""2""></font></p><p style=""text-align: justify;"">Heifers Fed in Confinement Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
NADA 039-402,Beef and Dairy Heifers,,C,"MGAÂ 100,MGAÂ 200",UCM603708.pdf,,Melengestrol Acetate,,54,"<p><font size=""2""></font></p><p style=""text-align: justify;"">Heifers Fed in Confinement Slaughter; For increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: For suppression of estrus (heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,B,Heifermaxâ„¢ 500,Heifermax Type B Blue Bird - R.pdf,,Melengestrol Acetate,,9341,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat). </p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,B,Heifermaxâ„¢ 500,Heifermax Type B Liquid Blue Bird - R.pdf,,Melengestrol Acetate,,9342,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat). </p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat). </p>"
ANADA 200-343,Beef and dairy heifers,OTC,C,Heifermaxâ„¢ 500,Heifermax Type C Blue Bird - R.pdf,,Melengestrol Acetate,,9343,"<p>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat).<br/></p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat).<br/></p>"
ANADA 200-343,Beef and dairy heifers,OTC,C,Heifermaxâ„¢ 500,Heifermax Type C Liquid Blue Bird.pdf,,Melengestrol Acetate,,9344,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: For increased rate of weight gain, improved feed efficiency and suppression of estrus (Heat). </p><p>Heifers Intended for Reproduction: For suppression of Estrus (Heat). </p>"
ANADA 200-399,Beef and dairy heifers,OTC,B,CycleGuardÂ 500,CycleGuard Type B Liquid Cattle - WG-FE-Estrus - 092619.pdf,,Melengestrol Acetate,,8965,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: for increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: for suppression of estrus (heat). </p>"
ANADA 200-399,Beef and dairy heifers,OTC,C,CycleGuardÂ 500,CycleGuard Type C Liquid Cattle - WG-FE-Estrus - 092619.pdf,,Melengestrol Acetate,,8966,"<p> <font size=""3""></font>Heifers Fed in Confinement for Slaughter: for increased rate of weight gain, improved feed efficiency and suppression of estrus (heat). </p><p>Heifers Intended for Reproduction: for suppression of estrus (heat). </p>"
NADA 095-735,Beef cows,OTC,B,Rumensinâ„¢ 90,Monensin Type B Beef Cows FE Cocci.pdf,,Monensin,,3682,"<p> <font size=""3""></font>For improved feed efficiency when receiving supplemental feed; For prevention and control of coccidiosis caused by<em> Eimeria bovis </em>and <em>Eimeria zuernii.</em> <font size=""3""></font></p>"
NADA 095-735,Beef cows,OTC,C,Rumensinâ„¢ 90,Monensin Type C Beef Cows.pdf,,Monensin,,3694,"<p> <font size=""3""></font>For improved feed efficiency when receiving supplemental feed; For prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii.</em> <font size=""3""></font></p>"
NADA 095-735,For calves (excluding veal calves),OTC,C,Rumensinâ„¢ 90,Monensin Type C Calves.pdf,,Monensin,,3765,"<p> <font size=""3""></font>For the prevention and control of coccidiosis caused by<em> Eimeria bovis </em>and <em>Eimeria zuernii</em>. <font size=""3""></font></p>"
NADA 095-735,Growing beef steers and heifers fed in confinement for slaughter,OTC,B,Rumensinâ„¢ 90,Monensin Type B Feedlot Cattle.pdf,,Monensin,,3038,<p>For improved feed efficiency; and for the prevention and control of coccidiosis caused by <i>Eimeria bovis</i> and <i>Eimeria zuernii</i> in growing beef steers and heifers fed in confinement for slaughter.<br/></p>
NADA 095-735,Growing beef steers and heifers fed in confinement for slaughter,OTC,B,Rumensinâ„¢ 90,Monensin Type B Liquid Cattle Fed in Confinement.pdf,,Monensin,,3734,"<p> <font size=""3""></font>For improved feed efficiency in growing beef steers and heifers fed in confinement for slaughter. <font size=""3""></font></p>"
NADA 095-735,Growing beef steers and heifers fed in confinement for slaughter,OTC,B,Rumensinâ„¢ 90,Monensin Type B Liquid Cocci 25Jan2023 Amended2.pdf,,Monensin,,11542,<p>For the prevention and control of coccidiosis due to<i> Eimeria bovis</i> and <i>Eimeria zuernii </i>in growing beef steers and heifers fed in confinement for slaughter.<br/></p>
NADA 095-735,Growing beef steers and heifers fed in confinement for slaughter,OTC,C,Rumensinâ„¢ 90,Monensin Type C Feedlot Cattle Coccidiosis.pdf,,Monensin,,3105,"<p>For the prevention and control of coccidiosis caused by <i>Eimeria bovis</i> and <i><span id=""selectionBoundary_1687782738007_5687193108911388"" class=""rangySelectionBoundary"">&#65279;</span>Eimeria zuernii<span id=""selectionBoundary_1687782738007_5810312843971319"" class=""rangySelectionBoundary"">&#65279;</span></i> in growing beef steers and heifers fed in confinement for slaughter.<i></i><br/></p>"
NADA 095-735,Growing beef steers and heifers fed in confinement for slaughter,OTC,C,Rumensinâ„¢ 90,Monensin Type C Feedlot Cattle FE.pdf,,Monensin,,3749,"<p> <font size=""3""></font>For improved feed efficiency in growing beef steers and heifers fed in confinement for slaughter.<font size=""3""> </font></p>"
NADA 095-735,"Growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef and dairy heifers",OTC,B,Rumensinâ„¢ 90,Monensin Type B Growing Cattle.pdf,,Monensin,,2592,"<p>For increased rate of weight gain; and for the prevention and control of coccidiosis caused by </p><p><i>Eimeria bovis</i></p><p> and </p><p><i>Eimeria zuernii</i></p><p> in growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef and dairy heifers</p><p><br/></p>"
NADA 095-735,"Growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef and dairy heifers",OTC,C,Rumensinâ„¢ 90,Monensin Type C Growing Cattle Weight Gain and Cocci.pdf,,Monensin,,2589,"<p>For increased rate of weight gain; and for the prevention and control of coccidiosis caused by </p><p><i>Eimeria bovis</i></p><p> and </p><p><i><span id=""selectionBoundary_1696005719038_14346915401420302"" class=""rangySelectionBoundary"">&#65279;</span>Eimeria zuernii<span id=""selectionBoundary_1696005719037_5876491625646456"" class=""rangySelectionBoundary"">&#65279;</span></i></p><p> in growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef and dairy heifers</p><p><br/></p>"
NADA 095-735,"Growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef heifers",OTC,C,Rumensinâ„¢ 90,Monensin Free Choice.pdf,,Monensin,,11979,"<p>For increased rate of weight gain; and for the prevention and control of coccidiosis caused by <i>Eimeria bovis</i> and<i> Eimeria zuernii</i> in growing beef steers and heifers on pasture (stocker, feeder, and slaughter) or in a dry lot and replacement beef heifers<br/></p>"
ANADA 200-639,Calves,OTC,C,MonovetÂ 90,5-+A-200639+Monensin+Type+C+Feed+for+Calves+-+prevention+of+cocci+022719.pdf,,Monensin,,7708,"<p><font size=""3""></font></p><p style=""text-align: left;""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font>For the prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and<em> Eimeria zuernii</em>.<font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></p><p><font size=""3""></font></p>"
ANADA 200-639,Cattle fed in confinement for slaughter,OTC,B,MonovetÂ 90,1-+A-200639+Monensin+Type+B+Feedlot+Cattle+Feed+-+prevention+of+cocci+and+improved+FE+022719.pdf,,Monensin,,7703,"<p> <font size=""3""></font></p><p><font face=""Times New Roman"" size=""3""></font></p><p><span lang=""EN"" style=""color: rgb(51, 51, 51);""><font size=""3""></font></span></p><p><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font>For prevention and control of coccidiosis due to <em>Eimeria bovis </em>and <em>Eimeria zuernii.</em></p><p>For improved feed efficiency.</p><p><span lang=""EN"" style=""color: rgb(51, 51, 51);""><font size=""3""></font></span></p>"
ANADA 200-639,Cattle fed in confinement for slaughter,OTC,C,MonovetÂ 90,1-+A-200639+Monensin+Type+C+Feedlot+Cattle+-+prevention+of+cocci+022719.pdf,,Monensin,,7710,"<p> <font size=""3""></font>For prevention and control of coccidiosis due to<em> Eimeria bovis </em>and <em>Eimeria zuernii</em>. <font size=""3""></font></p>"
ANADA 200-639,Cattle fed in confinement for slaughter,OTC,B,MonovetÂ 90,2-+A-200639+Monensin+Type+B+Liquid+Feedlot+Cattle+-+improved+FE+022719.pdf,,Monensin,,7701,"<p> <font size=""3""></font>For improved feed efficiency.<font size=""3""></font></p>"
ANADA 200-639,Cattle fed in confinement for slaughter,OTC,C,MonovetÂ 90,2-+A-200639+Monensin+Type+C+Feedlot+Cattle+-+improved+FE+022719.pdf,,Monensin,,7711,"<p> <font size=""3""></font>For improved feed efficiency. <font size=""3""></font></p>"
ANADA 200-639,Growing cattle,OTC,B,MonovetÂ 90,6-+A-200639+Monensin+Type+B+Growing+Cattle+-+increased+WG+and+prevention+of+cocci+030519.pdf,,Monensin,,7705,"<p> <font size=""3""></font><font face=""Times New Roman"" size=""3""></font></p><p><span lang=""EN"" style=""color: rgb(51, 51, 51);""><font face=""Calibri"" size=""3""></font><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font></span></p><p style=""text-align: left;"">For increased rate of weight gain; For prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii </em>in growing cattle on pasture or in dry lot (stocker and feeder cattle and dairy and beef replacement heifers).</p><p><font face=""Calibri"" size=""3""></font></p><p></p><p></p>"
ANADA 200-639,Growing cattle,OTC,C,MonovetÂ 90,6-+A-200639+Monensin+Type+C+Growing+Cattle+-+increased+WG+and+prevention+of+cocci+030519.pdf,,Monensin,,7709,"<p><font size=""3""></font></p><p><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font></p><p style=""text-align: left;"">For increased rate of weight gain; For prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii </em>in growing cattle on pasture or in dry lot (stocker and feeder cattle and dairy and beef replacement heifers).</p><p><font size=""3""></font></p>"
ANADA 200-639,Growing cattle,OTC,C,MonovetÂ 90,8-+A-200639+Monensin+Type+C+Free+Choice+Monensin+Mineral+Granules+022719.pdf,,Monensin,,7712,"<p><font size=""3""></font></p><p><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font></p><p style=""text-align: left;"">(Granules) For increased rate of weight gain; For prevention and control of coccidiosis caused by<em> Eimeria bovis </em>and <em>Eimeria zuernii </em>in growing cattle on pasture or in dry lot (stocker and feeder cattle and dairy and beef replacement heifers).</p><p><font size=""3""></font></p>"
ANADA 200-639,Mature reproducing beef cows,OTC,B,MonovetÂ 90,5-+A-200639+Monensin+Type+B+Repro+Beef+Cows+-+prevention+of+cocci+and+improved+FE+022719.pdf,,Monensin,,7706,"<p><font size=""3""></font></p><p><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font></p><p style=""text-align: left;"">For improved feed efficiency when receiving supplemental feed; For prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii</em>.<font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font></font><font color=""#231f20"" face=""BookAntiqua"" size=""3""><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></font><font color=""#231f20"" face=""BookAntiqua"" size=""3""></font></p><p><font size=""3""></font></p>"
ANADA 200-639,Mature reproducing beef cows,OTC,C,MonovetÂ 90,7-+A-200639+Monensin+Type+C+Repro+Beef+Cows+-+prevention+of+cocci+and+improved+FE+022719.pdf,,Monensin,,7713,"<p> <font size=""3""></font>For improved feed efficiency when receiving supplemental feed; For prevention and control of coccidiosis caused by <em>Eimeria bovis </em>and <em>Eimeria zuernii</em>. <font size=""3""></font></p>"
NADA 092-444,Cattle,OTC,C,RumatelÂ 88,UCM426370.pdf,,Morantel Tartrate,,3163,"<p> <font size=""1""></font>For the removal and control of mature gastrointestinal nematode infections of cattle including stomach worms <em>(Haemonchus spp., Ostertagia spp., Trichostrongylus spp.), </em>worms of the small intestine (Cooperia spp., <em>Trichostroneylus .spp., Nematodirus spp</em>.), and worms of large intestine(<em>Oesophagostomum radiatum). </em><font face=""Times New Roman,Times"" size=""1""><font face=""Times New Roman,Times"" size=""1""><i></i></font></font><font face=""Times New Roman,Times"" size=""1""><i></i></font><i></i></p>"
NADA 095-143,Calves,VFD,B,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416814.pdf,,Oxytetracycline,,6101,<p>For calves for treatment of bacterial enteritis caused by <i>Escherichia coli </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Calves,VFD,C,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416846.pdf,,Oxytetracycline,,6143,<p>For calves for treatment of bacterial enteritis caused by <i>Escherichia coli </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Calves and beef and non-lactating dairy cattle,VFD,B,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416756.pdf,,Oxytetracycline,,6086,<p>For calves and beef and non-lactating dairy cattle for treatment of bacterial enteritis caused by <i>Escherichia coli </i>and bacterial pneumonia (shipping fever complex) caused by <i>Pasteurella multocida </i>susceptible to oxytetracycline<br/></p>
NADA 095-143,Calves and beef and nonlactating dairy cattle,VFD,C,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416822.pdf,,Oxytetracycline,,6131,"<p>For calves and beef and nonlactating dairy cattle, for treatment of bacterial enteritis caused by <i>Escherichia coli </i>and bacterial pneumonia (shipping fever complex) caused by <i>Pasteurella multocida </i>susceptible to oxytetracycline.<br/></p>"
NADA 095-143,"Calves, beef cattle and nonlactating dairy cattle",VFD,B,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416755.pdf,,Oxytetracycline,,6110,"<p>For calves, beef cattle and nonlactating dairy cattle for prevention and treatment of the early stages of shipping fever complex.<br/></p>"
NADA 095-143,"Calves, beef cattle, and nonlactating dairy cattle",VFD,C,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416838.pdf,,Oxytetracycline,,6120,"<p>For calves, beef cattle, and nonlactating dairy cattle for prevention and treatment of the early stages of shipping fever complex.<br/></p>"
NADA 095-143,Growing cattle (over 400 lb),VFD,B,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416754.pdf,,Oxytetracycline,,6093,<p>For growing cattle (over 400 lb) for the reduction of incidence of liver abscesses.<br/></p>
NADA 095-143,Growing cattle (over 400 lb),VFD,C,"TerramycinÂ 10,TerramycinÂ 100,TerramycinÂ 100MR,TerramycinÂ 200,TerramycinÂ 200 Granular,TerramycinÂ 30,TerramycinÂ 50",UCM416836.pdf,,Oxytetracycline,,6076,<p>For growing cattle (over 400 lb) for the reduction of incidence of liver abscesses.<br/></p>
NADA 138-938,Calves,VFD,C,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096224.N138938.pdf,,Oxytetracycline,,971,"<p> <font size=""2""></font>For treatment of bacterial enteritis caused by <em>Escherichia coli </em>susceptible to oxytetracycline in calves for use in calf milk replacers or starter feeds. </p><p><br/></p><p><span class=""rangySelectionBoundary"" id=""selectionBoundary_1540181310936_6219710492322619"">&#65279;</span><font size=""2""><br/></font></p>"
NADA 138-938,Calves,VFD,B,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096234.N138938.pdf,,Oxytetracycline,,928,"<p> <font size=""3""></font>For use in manufacturing medicated calf feed for use in calf milk replacers or starter feeds. <font size=""3""></font></p>"
NADA 138-938,"Calves, beef and non-lactating dairy cattle",VFD,C,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096241.N138938.pdf,,Oxytetracycline,,964,"<p> <font size=""3""></font>For treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia (shipping fever complex) caused by <em>Pasteurella multocida </em>organisms susceptible to oxytetracycline in calves, beef and non-lactating dairy cattle. <font size=""3""></font></p>"
NADA 138-938,Cattle,VFD,C,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096237.N138938.pdf,,Oxytetracycline,,933,"<p> <font size=""3""></font>For the prevention and treatment of the early stages of the shipping fever complex. <font size=""3""></font></p>"
NADA 138-938,Growing cattle (Cattle over 400 lbs),VFD,C,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096267.N138938.pdf,,Oxytetracycline,,924,"<p> <font size=""3""></font>For the reduction of the incidence of liver abscesses in growing cattle over 400 lbs. <font size=""3""></font></p>"
NADA 138-938,"Growing cattle (over 400 lbs), cattle and calves, beef and nonlactating dairy cattle",VFD,B,"Pennox 100 Hi-FloÂ,Pennox 100-MRÂ,Pennox 200 Hi-FloÂ,Pennox 50Â",UCM096214.N138938.pdf,,Oxytetracycline,,979,"<p>For Growing Cattle (over 400 lbs):  for the reduction of the incidence of liver abscesses </p><p><font size=""3""></font></p><p><font size=""3""></font>For Cattle: for the prevention and treatment of the early stages of the shipping fever complex. </p><p><font size=""3""></font></p><p><font size=""3""></font>For Calves, Beef and Nonlactating Dairy Cattle: for treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia (shipping fever complex) caused by <em>Pasteurella multocida </em>susceptible to oxytetracycline </p><p></p><p><br/></p><p><font size=""3""><br/></font></p>"
NADA 008-804,Calves,VFD,B,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532066.pdf,,Oxytetracycline Hydrochloride,,1595,<p></p><p> For calves for treatment of bacterial enteritis caused by <i>Escherichia coli</i> susceptible to oxytetracycline. </p><p></p>
NADA 008-804,Calves,VFD,C,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532068.pdf,,Oxytetracycline Hydrochloride,,1568,"<p> <font size=""3""></font>For calves for treatment of bacterial enteritis caused by <em>Escherichia coli </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Calves and beef and non-lactating dairy cattle,VFD,B,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532073.pdf,,Oxytetracycline Hydrochloride,,1542,"<p></p><p> For calves and beef and non-lactating dairy cattle for treatment of bacterial enteritis caused by <i>Escherichia coli</i> and bacterial pneumonia (shipping fever complex) caused by <i>Pasteurella multocida</i> susceptible to oxytetracycline. <font size=""3""></font></p><p></p>"
NADA 008-804,Calves and beef and nonlactating dairy cattle,VFD,C,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532084.pdf,,Oxytetracycline Hydrochloride,,1470,"<p> <font size=""3""></font>For calves and beef and nonlactating dairy cattle, for treatment of bacterial enteritis caused by <em>Escherichia coli </em>and bacterial pneumonia (shipping fever complex) caused by <em>Pasteurella multocida </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,"Calves, beef cattle and nonlactating dairy cattle",VFD,B,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532086.pdf,,Oxytetracycline Hydrochloride,,1448,"<p></p><p> For calves, beef cattle and nonlactating dairy cattle for prevention and treatment of the early stages of shipping fever complex. <font size=""3""></font></p><p></p>"
NADA 008-804,"Calves, beef cattle, and nonlactating dairy cattle",VFD,C,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532077.pdf,,Oxytetracycline Hydrochloride,,1517,"<p> <font size=""3""></font>For calves, beef cattle, and nonlactating dairy cattle for prevention and treatment of the early stages of shipping fever complex. <font size=""3""></font></p>"
NADA 008-804,Growing cattle (over 400 lb),VFD,B,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532081.pdf,,Oxytetracycline Hydrochloride,,1493,"<p></p><p> For growing cattle (over 400 lb) for the reduction of incidence of liver abscesses. <font size=""3""></font></p><p></p>"
NADA 008-804,Growing cattle (over 400 lb),VFD,C,"TM-100Â ,TM-100ÂD ,TM-50Â ,TM-50Â D ",UCM532088.pdf,,Oxytetracycline Hydrochloride,,1427,"<p> <font size=""3""></font>For growing cattle (over 400 lb) for the reduction of incidence of liver abscesses. <font size=""3""></font></p>"
NADA 032-704,Cattle,OTC,C,Bloat Guard Top Dressing,UCM096242.pdf,,Poloxalene,,3708,"<p> <font size=""1""></font>For prevention of legume (alfalfa, clover) and wheat pasture bloat in cattle <font size=""1""></font></p>"
NADA 038-281,Cattle,OTC,C,Bloat GuardÂ,UCM416322.pdf,,Poloxalene,,3172,"<p> <font size=""1""></font>For control of legume (alfalfa, clover) and wheat pasture bloat in cattle. <font size=""1""></font></p>"
NADA 038-281,Cattle,OTC,C,Bloat GuardÂ,UCM416324.pdf,,Poloxalene,,3170,"<p> <font size=""1""></font>For control of legume (alfalfa, clover) bloat in cattle grazing pre-bloom legumes. <font size=""1""></font></p>"
NADA 141-221,Finishing cattle,OTC,B,OptaflexxÂ 45,Optaflexx Type B Finishing Cattle Feed Concentrate WG FE CL.pdf,,Ractopamine Hydrochloride,,8421,"<p> <font size=""3""></font>For increased rate of weight and improved feed efficiency, and for increased rate of weight gain, improved feed efficiency, and increased carcass leanness in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,B,OptaflexxÂ 45,Optaflexx Type B Finishing Cattle Feed Liquid  WG FE CL.pdf,,Ractopamine Hydrochloride,,8422,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency; and for increased rate of weight gain, improved feed efficiency, and increased carcass leanness in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,B,OptaflexxÂ 45,Optaflexx Type B Finishing Cattle Feed Liquid Top Dress WG FE.pdf,,Ractopamine Hydrochloride,,8424,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,B,OptaflexxÂ 45,Optaflexx Type B Finishing Cattle Feed Top Dress Concentrate WG FE.pdf,,Ractopamine Hydrochloride,,8423,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,C,OptaflexxÂ 45,Optaflexx Type C Finishing Cattle Feed  WG FE.pdf,,Ractopamine Hydrochloride,,8425,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency in cattle fed in confinement for slaughter during the last 28 to 42 says on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,C,OptaflexxÂ 45,Optaflexx Type C Finishing Cattle Feed Top Dress.pdf,,Ractopamine Hydrochloride,,8427,"<p> <font size=""3""></font>For increased rate of weight gain and improved feed efficiency in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
NADA 141-221,Finishing cattle,OTC,C,OptaflexxÂ 45,Optaflexx Type C Finishing Cattle Feed WG FE CL.pdf,,Ractopamine Hydrochloride,,8426,"<p> <font size=""3""></font>For increased rate of weight gain, improved feed efficiency and increased carcass leanness in cattle fed in confinement for slaughter during the last 28 to 42 says on feed. <font size=""3""></font></p>"
ANADA 200-548,Cattle fed in confinement for slaughter during the last 28 to 42 days on feed,OTC,B,Actogainâ„¢ 45,UCM377259.pdf,,Ractopamine Hydrochloride,,3287,"<p> <font size=""3""></font>For increased rate of weight gain, improved feed efficiency and increased carcass leanness in cattle fed in confinement for slaughter during the last 28 to 42 days on feed. <font size=""3""></font></p>"
